1,  Creating Employee table, " CREATE TABLE Employee(name VARCHAR(20), EmployeeID INT, zipcode INT, PhoneNo BIGINT);", 14840539
2,  Altering Employee table by adding EmployeeAge column, " ALTER TABLE Employee ADD COLUMN EmployeeAge INT;", 11097053
